book_id,book_price,book_name,book_pub,book_comments
12717433,118.00,笨办法学Python 3：基础篇+进阶篇（京东套装2册）(异步图书出品),人民邮电出版社,"看图书销量榜，买来的书，准备自学编程，听说python很适合入门者，便买了这本书，感觉还是不错的，京东快递是用箱子装过来的，图书没有一点损坏，很不错，这次的满减活动，价格划算，值得购买！！#*#很好的python入门书籍，非常适合初学者，买回来给初中的小朋友用的，讲解比较详细，还有一本小的习题册，每一章节安排了一些小练习，巩固所学知识！值得购买，推荐！#*#孩子要买的,印刷的质量很好,说教程不错,关键是正版可以放心学,不像盗版,书中可能有错误.在京东上购买放心,好东西值得购买.#*#准备学python，选了好久终于选了这本书，拿到手没有失望，封面和纸张都很好，内容详细，适合初学者，尤其还有后面的例题，可以学以致用，值得购买#*#这本python 写的特别好，通俗易懂，很喜欢，我是个门外汉，但是都能够看懂，而且也很喜欢学，能够帮助我提高工作效率，已经推荐给朋友#*#强烈推荐这边，内容简单，关键排版舒服，思路清晰，各种逻辑清晰，非常好。不像我现在看的什么深入浅出pandas，纯粹是坑#*#拿来当学习python字典太合适了，很多周边的老师和朋友推荐，对于基础知识介绍的很详尽，也不难懂，语言组织和描述能力很强，能让我用最短的时间回顾自己遗忘的知识，推荐！#*#想学python，看了好久，最终选了这本书。拿到手后非常喜欢，封面和纸张都很好，内容详细，感觉适合初学者，尤其还有后面的例题，得以学以致用。除了运输过程中四角有点皱，其他都很完好，趁活动价入手，值得购买。#*#书本不错，内容充实，但有一定的&ldquo;过期&rdquo;内容，而且在Python3上存在些错误。#*#学习python，这本书是不可多得的好书，至少对我来说是很好，这本书虽然看起来很厚，但是内容由浅入深，简单易懂，对于刚入门自学的人来说很友好，有理论有实例有练习，还有视频教程，有利于知识点的掌握，很科学，另外，书的质量很好，没有印刷错误，应该是正版。"
12353915,73.60,零基础学Python（Python3.9全彩版）（编程入门 项目实践 同步视频）,明日科技京东自营旗舰店,"Python很好的一本入门书，彩版的阅读清晰不累，内容丰富还有丰富的资源，好书。#*#书本还不错比较满意，书本到手基本没什么折叠，所以很满意，随便翻了一下，挺厚的一本书，希望可以看完还能学会，可以说是非常不错的一本学习python的书了，没事的时候充实下自己让自己充充电，物流不错，很快，看过后还会来追评的#*#内容很棒，适合初学者，以后要抱着啃了#*#书本真的非常好，内容很详细，全部彩色内容，看起来不会很累，而且现在缺乏的就是整个系统项目的经验，从需求分析到系统设计，再到模块设计，程序开发等等，非常详细，希望再看完以后，自己能够快速的开发完整的项目。#*#全彩页,看着舒服,眼睛不累，慢慢学了，有空看看！睡 前读物，或许哪天能用上！1、质量非常好，与卖家描述 的完全一致,非常满意，真的很喜欢，完全超出期望值， 发货速度非常快，包装非常仔细、严实，物流公司服务 态度很好，运送速度很快，很满意的一次购物。2、收到 货，第一时间拆包装，感觉质量还是比较好的，与卖家 描述的还是一致的，非常满意，发货速度比较快，物流 公司服务态度很好，运送速度很快，总的来说这次是很 满意的一次购物，感谢卖家。3、宝贝收到了，卖家发货 很快,物流也非常给力,客服服务态度极好,很有耐心、 给人一种亲切感，好喜欢。还有包装精美,高端大气上 档次;看得出来商家很用心。宝贝真心不错，与图片相 符，没有任何差异，真的是物超所值。4、我觉得挺好i 的，买的时候看见评论里都说好就买了，看到发货的时 候挺激动的,到了之后,满怀期待一激动得从快递员那 里拿回看一下，结果挺不错啊!#*#趁着读书日做活动，入手了几本前端开发的基本功，通过学习里面的实例演示了专业水准的网页开发技术，透彻阐述了平稳退化等一批至关重要的编程原则和实践;同时，还将对如何利用库提高开发效率有全面深入的理解。非常棒书，纸质很好，快递速度挺快，书送到时有塑料膜包装，正品无疑，内容不错，很厚的一本书，前端开发人员必备，无光盘，代码可以到书中提到的网站下载非常感谢京东商城给予的优质的服务，从仓储管理、物流配送等各方面都是做的非常好的。送货及时，配送员也非常的热情，有时候不方便收件的时候，也安排时间另行配送。同时京东商城在售后管理上也非常好的，以解客户忧患，排除万难。给予我们非常好的购物体验。#*#看了好几家店，也对比了好几家店，最后发现还是这一家的数据评价最好。包装的很精美！数据的质量和品质非常不错！大大的好评!以后买数据再来你们店！(￣▽￣)#*#非常棒的一本书。适合有一丢丢基础的初学者。
       书是全彩的，纸质特别好，还有配套的视频，讲解详细。这本书主要的知识点就是围绕print，input，列表，字典，函数等比较基础的东西，但是讲的非常详细，有许多延伸，哪怕我已经学过这些了，我依旧觉得受益匪浅。书中有许多生动有趣的例子，还有举一反三板块，适合自主学习。书的开头有非常细致的知识点整理表哥，和一个很形象的Python闯关地图，不仅可以成人自学，我觉得，孩子学起来虽然还有一点难，但是应该也会比较有趣。书不是很厚，270多页，不会有那种学到地老天荒也学不完的感受。即学即用，非常棒。
       虽然明日科技把它归类为了&ldquo;提升&rdquo;类，但是。。真的，但凡入门一丢丢的学者，知道一些基本的东西都可以看。还可以相辅相成，打到很好的效果。
       我学Python大概一周了，今天直接看了8课，真的是学不够的感觉，每页都有新大陆。编辑很认真，整体的章节规划很合理，前面出现的函数，后面也都会有细致的讲解和对比，真的太适合入门学习了。#*#非常实用的一本入门教程。 连我这样的编程小白都能够看了本书就能编出几个简单的小程序，成就感满满。 这本书买来给小孩学习编程使用的，刚刚上一年级的孩子对于把自己的想法通过编写程序在电脑上表达出来非常感兴趣。 跟我说以后每天完成了作业就看书学习编程，等到成了编程高手就编写自动化交易程序帮我减轻工作负担，为了看明白书中的英语单词和英语表达式，他对英语学习也更有劲头了。 本书的语言表达深入浅出，简明易懂（连我上一年级的儿子都可以看得明白），举例说明也是恰到好处。 印刷清晰，排版合理，纸张也很好，值得推荐给广大初学Python编程的人们。#*#书本还不错比较满意，书本到手基本没什么折叠，所以很满意，随便翻了一下，书本真的非常好，内容很详细，全部彩色内容，看起来不会很累，而且现在缺乏的就是整个系统项目的经验，从需求分析到系统设计，再到模块设计，程序开发等等，非常详细，希望再看完以后，自己能够快速的开发完整的项目。挺厚的一本书，希望可以看完还能学会，可以说是非常不错的一本学习python的书了，没事的时候充实下自己让自己充充电，全彩版的编程书籍第一次看到啊，确实很不错的书。编程书以外，还带了专门分函数参考手册和强化训练手册。物超所值。物流不错，很快，看过后还会来追评的"
12594658,39.56,零基础入门学习Python（第2版）,清华大学出版社,"书是正版带塑封，印刷精美，书里章节编排合理，内容丰富，有文字，有图片，有实例对照讲解，书内容对项目研究很有帮助。物流也比较快。#*#书很不错，内容很全面，也是最新的JDK来讲解的，可以帮助到需要来学习JAVA的小同学，不赖，辅助来入门，里面有视频，有练习题#*#活到老学到老，作为一个开发人员，必须不停学习，保持思维，保障能力。Java从入门到精通，虽然基础，但是经典，用来学习，用来参考，都非常好。纸质好，印刷清晰。#*#京东购物就是方便物流棒棒哒！这次618活动下单购买书籍质量很好#*#纸张好，印刷清晰，包装完好，服务态度好，发货快。还有电子版资料。C++学习经典书籍，老师推荐，自学首选。温习，查资料，很方便！书读百遍，其义自见。作为一个计算机专业的，常备书籍！#*#关于计算机图形学的四本书全购买了。讲解的非常细致，适合自学，参考书等。很不错。#*#很好的购买平台，质量不错，特别是有品牌的，值得信赖以前一直都是在实体店买，这次选择了网上买，不光是正品，价格还实惠！材质结实，手感好，很得劲，物流也快，性价比很高，值得购买#*#书的内容可以#*#书的内容整体上中规中矩吧 主要关注深度学习算法在对推荐系统中的一些主要应用 例如 deepfm wide&amp;deep ncf 等 适合对这个领域新入门 需要快速了解相关算法应用的同学 书200多页 篇幅有限 深度不会很足 看完以后能对深度学习在推荐系统的应用有个系统性理解足矣
书包装不错 京东物流也很快 整体满意 继续支持京东 为消费者带来更多实惠?#*#宝贝心仪很久了，趁活动时候买真的太划算了，喜欢的不要犹豫啊店家发货非常快，服务态度很好，应该是正品，一次很愉快的购物整体来说还是很不错的，店家服务态度很好，而且质量也很好，没有异味"
55166525126,47.62,正版 Python Qt GUI与数据可视化编程 pyqt5教程书籍pyqt5教程书籍 pyqt5快,淘乐思图书专营店,"这本书没有用一章专门介绍Python编程基础。它是研究GUI和数据可视化编程的，所以我先自学了python基础。因为有些功能模块是PyQt5和Python都有的，所以这本书只选择在Python中设计GUI应用程序用得上的PyQt5模块。例如，Python虽然有自带的数据库、多媒体、文件读写功能模块，但是功能不如PyQt5的相应模块，或不易与PyQt5的GUI程序的窗口界面结合使用,所以这本书就介绍PyQt5的数据库、多媒体、文件读写功能模块。整体来说，这本书介绍的还是非常详细全面。#*#对于初学者来说，比较吃力，建议先把Python吃透吧！（ ＴДＴ）#*#一般吧，凑合用#*#质量差，服务差。#*#嗯啦嗯啦嗯啦嗯啦嗯啦嗯啦嗯#*#不错不错不错不错不错不错"
12709084,118.00,DK编程真好玩：9岁开始学Python （爱心树童书）,爱心树童书自营旗舰店,"Dk的书真的没什么好说的，买就对了，无论是纸质还是整体的设计，排版都是非常英非常棒的。成年人不做选择题全要。无论是百科全书类的还是编程类的，还是心理类的。真的都是非常经典的，值得读很多遍的书。值得收藏的书。#*#之前买了《DK编程真好玩 6岁开始学Scratch》，孩子很喜欢，可以对着书上的讲解做下来，完成游戏很有成就感。这次看到出了《9岁开始学Pytnon》，孩子马上要求再买回来看看。这本书只需要按照书中的步骤操作，就能很快编写图形、谜题，还有游戏，甚至应用程序。看到书，小朋友已经迫不及待做起来了。#*#DK出品必属精品！纸质出众、颜色鲜亮、印刷精美、环保无味。内容深入浅出，其中没有晦涩难懂的专业术语，引导孩子建立探索的兴趣，逐步深入。用更多的可以实际操作的有趣例子来说明编程，非常吸引有玩趣心的孩子。未来已来，你可以不会编程，但是你不能不知道编程的思维。#*#小朋友学习编程不仅成为潮流更是一个趋势，锻炼孩子思维，家里已经有了一本scratch了，接下来就需要准备python了，找了很久，这类书一定要慎重入，选来选去决定这本了，dk自然不用说了，旗下的书可以闭眼入，每本都是有保证的。有点难度，涉及到代码，变量，函数，最好大一点的孩子看，scratch过关后可以学习这本，家长可以先过一遍，这样能更好的把握孩子的学习进度。书的质量很好，色彩鲜艳，纸张有厚度，就是不知道多久能把这套书啃下来，加油。#*#dk出品必是精品！之前买了另外一本dk编程，小朋友非常喜欢看，经常会自己研究琢磨，学到了很多知识。这本书也是期待已久的书，质量一如既往好，字体非常清楚，颜色鲜明，图文结合有助于小朋友理解。总之对于想学编程的小朋友来说是必入的。#*#DK的书都是闭眼入的，尤其孩子看同学在学，就非常有兴趣。书包首先介绍了Python的基础知识，介绍了变量，循环，函数，接着又介绍了如何画图，编小程序，最后还教了如何编写小游戏！此书适合有在培训学习的或有家长指导学习的参考用书。总之书本不错，讲解详细，值得入！#*#好极了，完美！看起来！#*#DK的书，不用看内容，闭眼入。之前买过第一本编程真好玩，scratch语言的，偏向于图形类，适合小一点的孩子。这本path*n语言算是升级版，适合大一些理解能力更强有一定英语基础的孩子。整本书铜版纸印刷，质地厚实，印刷清晰，图片色彩鲜艳，讲解简洁明了，孩子很容易理解。对于想学编程的孩子是必入的零基础教材。#*#dk出品，必属精品。这本编程书也相当不赖，内容难度适合稍微有一点基础的孩子。不是特别难，解说很清晰，能看懂，孩子也能接受。亲子一起练习，或者孩子自学都很合适。书的内容由浅入深，铜版纸印刷，排版很好，彩色配图。非常吸引孩子。#*#书收到打开后孩子就惊喜地说，DK的编程书呀，太好了！
印刷很好，全彩印刷，纸质也很好，字体大小合适，赏心悦目。
内容通俗易懂，有讲解有图例，孩子对照着学习的很开心。真是物超所值，赞！！
京东快递小哥的态度也好，放到单位快递柜里被推到最里面了，找不到着急，已经四天了还记得在第几层，很耐心的说明，然后一下子就找到了。给京东点赞，给DK编程点赞[强][强]"
11681561,108.00,Python Cookbook（第3版）中文版(异步图书出品),人民邮电出版社,"看图书销量榜，买来的书，准备自学编程，听说python很适合入门者，便买了这本书，感觉还是不错的，京东快递是用箱子装过来的，图书没有一点损坏，很不错，这次的满减活动，价格划算，值得购买！！#*#很好的python入门书籍，非常适合初学者，买回来给初中的小朋友用的，讲解比较详细，还有一本小的习题册，每一章节安排了一些小练习，巩固所学知识！值得购买，推荐！#*#孩子要买的,印刷的质量很好,说教程不错,关键是正版可以放心学,不像盗版,书中可能有错误.在京东上购买放心,好东西值得购买.#*#准备学python，选了好久终于选了这本书，拿到手没有失望，封面和纸张都很好，内容详细，适合初学者，尤其还有后面的例题，可以学以致用，值得购买#*#这本python 写的特别好，通俗易懂，很喜欢，我是个门外汉，但是都能够看懂，而且也很喜欢学，能够帮助我提高工作效率，已经推荐给朋友#*#强烈推荐这边，内容简单，关键排版舒服，思路清晰，各种逻辑清晰，非常好。不像我现在看的什么深入浅出pandas，纯粹是坑#*#拿来当学习python字典太合适了，很多周边的老师和朋友推荐，对于基础知识介绍的很详尽，也不难懂，语言组织和描述能力很强，能让我用最短的时间回顾自己遗忘的知识，推荐！#*#想学python，看了好久，最终选了这本书。拿到手后非常喜欢，封面和纸张都很好，内容详细，感觉适合初学者，尤其还有后面的例题，得以学以致用。除了运输过程中四角有点皱，其他都很完好，趁活动价入手，值得购买。#*#书本不错，内容充实，但有一定的&ldquo;过期&rdquo;内容，而且在Python3上存在些错误。#*#学习python，这本书是不可多得的好书，至少对我来说是很好，这本书虽然看起来很厚，但是内容由浅入深，简单易懂，对于刚入门自学的人来说很友好，有理论有实例有练习，还有视频教程，有利于知识点的掌握，很科学，另外，书的质量很好，没有印刷错误，应该是正版。"
13125533,166.30,高阶Python：代码精进之路(博文视点出品),电子工业出版社,包装很好，没有损坏#*#完美的译者，非常好的作品#*#不错不错的书，非常满意！#*#一如继往的好.一如继往的#*#挺好的书，包装好排版也不错，希望能从中学到知识。现在已经进入知识付费时代，应该尊重知识，尊重人才，买书就是一种支持。另外，京东物流一如既往速度快。#*#整洁高效的的代码是一个程序员值得去达成的目标。本书介绍了帮助程序员达成这一目标的快捷路径。作者是Python方面的资深专家。#*#还可以的书，消遣阅读用。#*#印刷精美，质量上乘。#*#书中16页有问题python的list是栈先进后出吧，所以标准库才有deque队列两头出都比较快的数据结构，标准库都说的清清楚楚。抱着猎奇的想法来看大失所望，还有这本书真的很一般两天不到就读完没什么收获，就图二6-5感觉有点意思，其他基本就是匿名函数和列表生成式，这个价格89不推荐才200页，奇怪的是书籍竟然有五个给译者作序，翻译就好好翻译还抢作者的风头？难以理解，同时书中也没看到译者什么注解和用心的地方，规规矩矩的书 **淡淡的翻译，总结不推荐购买，如有一行流想法的入门初学者可以看看打发时间。#*#商品还不错的，会继续支持的
12279949,99.00,Python基础教程（第3版）(图灵出品),人民邮电出版社,"看图书销量榜，买来的书，准备自学编程，听说python很适合入门者，便买了这本书，感觉还是不错的，京东快递是用箱子装过来的，图书没有一点损坏，很不错，这次的满减活动，价格划算，值得购买！！#*#很好的python入门书籍，非常适合初学者，买回来给初中的小朋友用的，讲解比较详细，还有一本小的习题册，每一章节安排了一些小练习，巩固所学知识！值得购买，推荐！#*#孩子要买的,印刷的质量很好,说教程不错,关键是正版可以放心学,不像盗版,书中可能有错误.在京东上购买放心,好东西值得购买.#*#准备学python，选了好久终于选了这本书，拿到手没有失望，封面和纸张都很好，内容详细，适合初学者，尤其还有后面的例题，可以学以致用，值得购买#*#这本python 写的特别好，通俗易懂，很喜欢，我是个门外汉，但是都能够看懂，而且也很喜欢学，能够帮助我提高工作效率，已经推荐给朋友#*#强烈推荐这边，内容简单，关键排版舒服，思路清晰，各种逻辑清晰，非常好。不像我现在看的什么深入浅出pandas，纯粹是坑#*#拿来当学习python字典太合适了，很多周边的老师和朋友推荐，对于基础知识介绍的很详尽，也不难懂，语言组织和描述能力很强，能让我用最短的时间回顾自己遗忘的知识，推荐！#*#想学python，看了好久，最终选了这本书。拿到手后非常喜欢，封面和纸张都很好，内容详细，感觉适合初学者，尤其还有后面的例题，得以学以致用。除了运输过程中四角有点皱，其他都很完好，趁活动价入手，值得购买。#*#书本不错，内容充实，但有一定的&ldquo;过期&rdquo;内容，而且在Python3上存在些错误。#*#学习python，这本书是不可多得的好书，至少对我来说是很好，这本书虽然看起来很厚，但是内容由浅入深，简单易懂，对于刚入门自学的人来说很友好，有理论有实例有练习，还有视频教程，有利于知识点的掌握，很科学，另外，书的质量很好，没有印刷错误，应该是正版。"
12872515,88.10,【职场“摸鱼”神器】Python自动化办公：3分钟完成一天工作(博文视点出品),电子工业出版社,买的工作用工具书，包装很好，纸箱里两层塑封膜，自营商品，没毛病！纸张厚实，质量一级棒，内容也很棒！非常实用的工具书！京东买书很靠谱！#*#物流非常快！印刷非常好！而且还有非常全面的视频教程，帮助小白轻松上手，总体来说非常满意！！！工作上用得上！！！！下次再来#*#书已经收到了，打开一看，质量很好，一看就是正品，工具书很实用。单位每年采购大量书籍，目前来看都很好。物流很给力，非常满意#*#非常实用的一本书，目前在自学python，适合基础不深的初学者，对着书中的讲解一步一步跟着学，效果不错，值得推荐，京东买书优惠力度大。#*#非常实用的一本书，可以用来提高生产力#*#纸质精美，字迹清晰，例子多，代码多，很满意。#*#印刷清晰，纸质材料好，快递很快#*#内容多为python调库实例，面向对象初学者较为合适#*#非常好的一本书，没送由浅入深，简洁，比较容易理解，印刷质量也特别好，重点在于知识的积累，已经多次购买此类图书，书山有路勤为径，加油#*#非常感谢京东商城给予的优质的服务，从仓储管理、物流配送等各方面都是做的非常好的。送货及时，配送员也非常的热情，有时候不方便收件的时候，也安排时间另行配送。同时京东商城在售后管理上也非常好的，以解客户忧患，排除万难，给予我们非常好的购物体验。 购物习惯性的上京东，小到柴米油盐 日用品 零食 化妆品，大到家用电器，生活所缺就来京东逛逛，总能找到物美价廉的商品。京东购物品质有保障，发货快 配送快，给京东的配送员一个大大的赞，京东值得信赖！
10052139792008,66.00,算法入门之西游漫记Python语言版 一本父母给孩子学习编程的书小学一二三四五六年级小学生编程少儿编程趣味编程入门教程浙大优学,振乾图书专营店,
13019989,282.30,4册Python编程套装  Python编程三剑客新版 Python编程从入门到实践 快速上手 ,,
11936238,99.00,Python核心编程（第3版）(异步图书出品),人民邮电出版社,"看图书销量榜，买来的书，准备自学编程，听说python很适合入门者，便买了这本书，感觉还是不错的，京东快递是用箱子装过来的，图书没有一点损坏，很不错，这次的满减活动，价格划算，值得购买！！#*#很好的python入门书籍，非常适合初学者，买回来给初中的小朋友用的，讲解比较详细，还有一本小的习题册，每一章节安排了一些小练习，巩固所学知识！值得购买，推荐！#*#孩子要买的,印刷的质量很好,说教程不错,关键是正版可以放心学,不像盗版,书中可能有错误.在京东上购买放心,好东西值得购买.#*#准备学python，选了好久终于选了这本书，拿到手没有失望，封面和纸张都很好，内容详细，适合初学者，尤其还有后面的例题，可以学以致用，值得购买#*#这本python 写的特别好，通俗易懂，很喜欢，我是个门外汉，但是都能够看懂，而且也很喜欢学，能够帮助我提高工作效率，已经推荐给朋友#*#强烈推荐这边，内容简单，关键排版舒服，思路清晰，各种逻辑清晰，非常好。不像我现在看的什么深入浅出pandas，纯粹是坑#*#拿来当学习python字典太合适了，很多周边的老师和朋友推荐，对于基础知识介绍的很详尽，也不难懂，语言组织和描述能力很强，能让我用最短的时间回顾自己遗忘的知识，推荐！#*#想学python，看了好久，最终选了这本书。拿到手后非常喜欢，封面和纸张都很好，内容详细，感觉适合初学者，尤其还有后面的例题，得以学以致用。除了运输过程中四角有点皱，其他都很完好，趁活动价入手，值得购买。#*#书本不错，内容充实，但有一定的&ldquo;过期&rdquo;内容，而且在Python3上存在些错误。#*#学习python，这本书是不可多得的好书，至少对我来说是很好，这本书虽然看起来很厚，但是内容由浅入深，简单易懂，对于刚入门自学的人来说很友好，有理论有实例有练习，还有视频教程，有利于知识点的掌握，很科学，另外，书的质量很好，没有印刷错误，应该是正版。"
12461168,99.50,Python 3标准库,机械工业出版社自营官方旗舰店,"书本包装没有任何损伤，纸张质量也特别好，应该是正版书籍，内容丰富，实例非常实用，我试过很多例子，都是没有问题的，代码的备注解析也很详细，非常适合初学者#*#这一次趁活动给部门的同事和孩子买了几大千的书籍，整体买下来价格很实惠，性价比很高，下单后物流很快，快递小哥哥服务态度好，书本印刷质量好，同事和孩子都喜欢满意，可放心购买，强烈推荐推荐，爆赞????????#*#希望马上用起来 提升自己，包装非常好
内容入门适合#*#书本质量非常好，内容也贴合需求，满意，近期正在进修学习相关内容，选择了比较多的相关材料，本书的内容还是非常非常简明扼要，讲解清晰，即使不是本专业人员，也可以很好了解相关内容，并能很好掌握，总体来说，是非常推荐的#*#书厚实，内容祥实，是一本不错的学习python 的好书.，适合有一定基础的人，或者有其他编辑语言的小伙伴的学习，譬如VB  C语言，好好的学习，弄懂弄透才能更好的掌握这么语言，才能用起来更加的顺手，祝大家一起努力！#*#东西太好了，早就想买了，价格确实很优惠，东西质量不错，很喜欢，京东会员还是很不错的，很多东西都有优惠，希望能多一些图书的优惠券，喜欢看书的人！同时也希望京东自营的商品更多一些，白条卷也多放些，作为京东会员，体验感还是很不错的！#*#纸质非常白，看一会就累了，看着非常不舒服，以前纸质是淡黄色的，非常适合阅读#*#买了差不多2000多块钱书，非常好无破损，保鲜膜也没有拆，从外观看都没有问题，物流也非常快，送货小哥服务态度非常好，没有电梯，还送货上门，自古以来书中自有颜如玉，书中自有黄金屋。希望通过读书多学习，改变自己未来。#*#看了两章，有内容没校准好。#*#这是一个好评模板，东西非常好，推荐大家购买。"
13036499,95.00,深入浅出Python量化交易实战（新时代·技术新未来）,京东图书官方自营书店,"这本译著的原著属于机器学习领域的经典名著，适合研究生读，之前读过该书的英文版本，比较难，相关研究领域重要的理论与技术参考书目。
这个翻译的版本文字质量还不错，与译者本身的专业性有关，总体而言是很值得买的翻译著作，
出版社挺贴心，随书有磨砂书皮，数很高端，都是油纸彩打，图表特别清晰，很赞#*#书本纸质特别好，留白很多方便做笔记，知识点详细全面，配合一些视频来学习就更好了。#*#特别喜欢，好看，印刷质量也好，推荐很多人看了。#*#书本很好，双十一购买，价廉物美。京东购物方便放心，发货送货上门及时。#*#书的质量不错，每一本书都有塑封，加上有气泡袋，不用担心运输过程中的磨损。趁着打折活动买的，一下子买了六本书，可以给我好好的去学习了，有了这些书可以给自己的学习生活带来很大的帮助。看着这些书就开心，哈哈哈。#*#图书质量很好，也很适合新手学习。#*#疫情开不了学，导师让自己学习，买一些编程的书，当然首选京东，昨天下单，今天就到了，太棒了!还可以开发票，等去了学校，导师还能给报销，美滋滋。
机器学习这本书被誉为经典中的经典，又被称为西瓜书，师兄导师力荐，一定要仔细看，把里边的代码，自己都跑一遍，试着去理解，去优化他，上手操作才是王道，里面讲的也是很多，要慢慢消化了。#*#书很好，是正版。周志华老师的西瓜书可以去是机器学习必备的书了，装帧好看，内容经典，要好好啃才行。搭配李航老师的统计学习方法，真的是经典的不行！京东快递好评！#*#和李航老师的统计学习方法差距很大！#*#挺好的书，通过举特别生动形象的例子来让我们理解数据。而且也有很多数学公式给专业的人看。是一本作为机器学习教材的书。"
12685017,85.40,Python编程300例：快速构建可执行高质量代码/清华开发者书库,清华大学出版社,书的印刷质量很好，排版好，看着很舒服，书的内容挺好的，可以从练习实例入手，再进行学习，适合初学者学习#*#书的质量非常好，送货非常及时。#*#书很棒，好好练习，加油！#*#非常好的专业疏忽。五分好评。#*#好书，非常喜欢，可以学到很多东西#*#京东质量很好，支持京东#*#常用的基本都在里面了，很实用的书籍#*#内容一般，不少错误。没有说明#*#内容很好，质量不错，看的开心#*#买的东西很好，老师很喜欢，以后还会回购
